kind,truth_k,method,k_hat
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,2,SGS-Dip-mt,5
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,2
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,3
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,4
struct,3,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,6
struct,4,SGS-Dip-mt,6
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,6
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,8
struct,4,SGS-Dip-mt,7
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,5
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,4,SGS-Dip-mt,4
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,7
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,1
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,4
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,7
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,7
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,4
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,7
struct,5,SGS-Dip-mt,7
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
struct,5,SGS-Dip-mt,6
struct,5,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,3
struct,5,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,3
struct,5,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,6
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,7
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,6
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,8
mixed,3,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,3
mixed,3,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,8
mixed,4,SGS-Dip-mt,4
mixed,3,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,5
mixed,3,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,8
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,7
mixed,4,SGS-Dip-mt,8
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,7
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,7
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,7
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,4
mixed,4,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,5
mixed,4,SGS-Dip-mt,6
mixed,4,SGS-Dip-mt,7
